"Month","Year","Farm_Operator","Product_Name","EPA_Reg_No","Total_Used_Gallons","Total_Used_Pounds","Primary_Chemical","Primary_Pounds_Used","Secondary_Chemical","Secondary_Pounds_Used","Tertiary_Chemical","Tertiary_Pounds_Used","Total_area_applied_to","Field_area_applied_to"
4,2015,"BASF Plant Science","Lorsban Advanced","62719-591",3,NA,"chlorpyrifos: O,O-diethyl-O-(3,5,6-trichloro-2-pyridinyl)phosphorothioate 40.2%",11.25,"",NA,"",NA,6,4
4,2015,"BASF Plant Science","Mustang","279-3126",0.05,NA,"S-Cyano (3-phenoxyphenyl)methyl(+-) cis/trans 3-(2,2-dichloroethenyl)-2,2 dimethylcyclopropane carboxylate 17.1%",0.09,"",NA,"",NA,1.85,1.6
4,2015,"BASF Plant Science","Besiege","100-1402",0.05,NA,"Lambda-Cyhalothrin",0.021,"Chlorantraniliprole",0.042,"",NA,0.9,0.9
4,2015,"DuPont Pioneer","Dual II Magnum","100-818",1.95,NA,"S-metolachlor",14.898,"",NA,"",NA,7.8,7.8
4,2015,"DuPont Pioneer","Force 3G","100-1075-5481",NA,48.677,"Tefluthrin",1.4603,"",NA,"",NA,8.94,8.94
4,2015,"DuPont Pioneer","Gramoxone SL 2.0","100-1431",0.9864,NA,"Paraquat dichloride",1.9728,"",NA,"",NA,3.95,3.95
4,2015,"DuPont Pioneer","Mustang Maxx","279-3426",0.2281,NA,"Zeta-cypermethrin",0.1825,"",NA,"",NA,7.3,7.3
5,2015,"BASF Plant Science","Atrazine 4L","34704-69",0.5,NA,"Atrazine:(2-Chloro-4-ethylamino-6-isopropylamino-s-triazine 42.6, Related compounds 0.9%",2,"",NA,"",NA,2,2
5,2015,"BASF Plant Science","Besiege","100-1402",0.014,NA,"Lambda-Cyhalothrin",0.006,"Chlorantraniliprole",0.012,"",NA,0.2,0.2
5,2015,"Dow AgroSciences","Asana XL","352-515",8.1,NA,"Esfenvalerate",5.4,"",NA,"",NA,115.4,115.4
5,2015,"Dow AgroSciences","Atrazine 4L","34704-69",1.8,NA,"Atrazine",7,"",NA,"",NA,7,7
5,2015,"Dow AgroSciences","Baythroid XL","264-840",4.2,NA,"Beta-cyfluthrin",4.2,"",NA,"",NA,193.2,193.2
5,2015,"Dow AgroSciences","Cobalt Advanced","62719-615",2.6,NA,"Chlorpyrifos",6.4,"Lambda-cyhalothrin",0.3,"",NA,9.4,9.4
5,2015,"Dow AgroSciences","Coragen","352-729",8.5,NA,"Chlorantraniliprole",14.3,"",NA,"",NA,217.4,217.4
5,2015,"Dow AgroSciences","Dual II Magnum","100-818",13.2,NA,"S-metolachlor",101,"",NA,"",NA,53.9,53.9
5,2015,"Dow AgroSciences","Force 3G","100-1075",NA,34,"Tefluthrin",1.02,"",NA,"",NA,8.5,8.5
5,2015,"Dow AgroSciences","Lorsban Advanced","62719-591",0.5,NA,"Chlorpyrifos",1.9,"",NA,"",NA,2.2,2.2
5,2015,"Dow AgroSciences","Permethrin","34704-873",11.3,NA,"Permethrin",36,"",NA,"",NA,180.1,180.1
5,2015,"Syngenta","Aatrex Nine-O","100-585",NA,72.1,"Atrazine",63.45,"",NA,"",NA,72.1,72.1
5,2015,"Syngenta","Asana XL","352-515",1.89,NA,"Esfenvalerate",1.25,"",NA,"",NA,26.9,26.9
5,2015,"Syngenta","Baythroid XL","264-840",0.06,NA,"B-Cyfluthrin",0.06,"",NA,"",NA,2.96,2.96
5,2015,"Syngenta","Besiege","100-1402",1.93,NA,"Lambda-Cyhalothrin",0.8,"Chlorantraniliprole",1.61,"",NA,24.68,24.68
5,2015,"Syngenta","EUP Callisto","100-EUP-114",0.19,NA,"Mesotrione",0.76,"",NA,"",NA,2,2
5,2015,"Syngenta","EUP Callisto","100-EUP-114",0.05,NA,"Mesotrione",0.2,"",NA,"",NA,1,1
5,2015,"Syngenta","Dual II Magnum","100-818",0.7,NA,"S-Metolachlor",5.35,"",NA,"",NA,4.5,4.5
5,2015,"Syngenta","Force 3G","100-1075",NA,19.8,"Tefluthrin",0.59,"",NA,"",NA,3.96,3.96
5,2015,"Syngenta","Lorsban Advanced","62719-591",7.39,NA,"Chlorpyrifos",27.75,"",NA,"",NA,29.55,29.55
5,2015,"Syngenta","Lumax EZ","100-1442",35.72,NA,"S-Metolachlor",88.94,"Atrazine",33.4,"Mesotrione",8.89,47.63,47.63
5,2015,"Syngenta","Permethrin","34707-873",1.09,NA,"Permethrin",3.49,"",NA,"",NA,23.35,23.35
5,2015,"Syngenta","Warrior II","100-1295",0.82,NA,"Lambda-Cyhalothrin",1.71,"",NA,"",NA,65.35,65.35
5,2015,"Kaua'i Coffee Co. LLC","Gramoxone SL 2.0","100-1431",38.75,NA,"Paraquat dichloride",77.5,"",NA,"",NA,129.72,129.72
5,2015,"DuPont Pioneer","Dual II Magnum","100-818",1.08,NA,"S-metolachlor",8.213,"",NA,"",NA,4.3,4.3
5,2015,"DuPont Pioneer","Force 3G","100-1075-5481",NA,15.45,"Tefluthrin",0.4635,"",NA,"",NA,2.84,2.84
5,2015,"DuPont Pioneer","Mustang Maxx","279-3426",0.08,NA,"Zeta-cypermethrin",0.067,"",NA,"",NA,2.68,2.68
6,2015,"Syngenta","Aatrex Nine-O","100-585",NA,26.7,"Atrazine",23.5,"",NA,"",NA,26.7,26.7
6,2015,"Syngenta","Asana XL","352-515",0.65,NA,"Esfenvalerate",0.43,"",NA,"",NA,9.3,9.3
6,2015,"Syngenta","Atrazine 4L","34704-69",4.95,NA,"Atrazine",19.8,"",NA,"",NA,19.8,19.8
6,2015,"Syngenta","Baythroid XL","264-840",0.21,NA,"B-Cyfluthrin",0.21,"",NA,"",NA,10.96,10.96
6,2015,"Syngenta","Besiege","100-1402",2.91,NA,"Lambda-Cyhalothrin",1.21,"Chlorantraniliprole",2.43,"",NA,37.2,37.2
6,2015,"Syngenta","Callisto EUP","100-EUP-114",0.19,NA,"Mesotrione",0.76,"",NA,"",NA,2,2
6,2015,"Syngenta","Callisto EUP","100-EUP-114",0.05,NA,"Mesotrione",0.2,"",NA,"",NA,1,1
6,2015,"Syngenta","Dual II Magnum","100-818",0.49,NA,"S-Metolachlor",3.74,"",NA,"",NA,3.11,3.11
6,2015,"Syngenta","Lorsban Advanced","62719-591",2.75,NA,"Chlorpyrifos",10.33,"",NA,"",NA,10.98,10.98
6,2015,"Syngenta","Lumax EZ","100-1442",15.08,NA,"S-Metolachlor",37.55,"Atrazine",14.1,"Mesotrione",3.75,20.1,20.1
6,2015,"Syngenta","Mustang","279-3126",0.03,NA,"S-Cyano Methyl",0.045,"",NA,"",NA,1.01,1.01
6,2015,"Syngenta","Permethrin","34704-873",0.38,NA,"Permethrin",1.22,"",NA,"",NA,8.11,8.11
6,2015,"Syngenta","Warrior II","100-1295",0.33,NA,"Lambda-Cyhalothrin",0.69,"",NA,"",NA,26.09,26.09
6,2015,"Kaua'i Coffee Co. LLC","Gramoxone SL 2.0","100-1431",17.5,NA,"Paraquat dichloride",35,"",NA,"",NA,46.54,46.54
6,2015,"Dow AgroSciences","Asana XL","352-515",9,NA,"Esfenvalerate",5.9,"",NA,"",NA,127.9,127.9
6,2015,"Dow AgroSciences","Baythroid XL","264-840",0.8,NA,"Beta-cyfluthrin",0.8,"",NA,"",NA,38.7,35.2
6,2015,"Dow AgroSciences","Cobalt Advanced","62719-615",9.1,NA,"Chlorpyrifos",22.7,"Lambda-cyhalothrin",1.2,"",NA,33.2,33.2
6,2015,"Dow AgroSciences","Coragen","352-729",2.5,NA,"Chlorantraniliprole",4.2,"",NA,"",NA,64.2,62
6,2015,"Dow AgroSciences","Dual II Magnum","100-818",0.4,NA,"S-metolachlor",2.9,"",NA,"",NA,1.5,1.5
6,2015,"Dow AgroSciences","Force 3G","100-1075",NA,13.2,"Tefluthrin",0.4,"",NA,"",NA,3.2,3.2
6,2015,"Dow AgroSciences","Lorsban Advanced","62719-591",0.8,NA,"Chlorpyrifos",3.1,"",NA,"",NA,3.3,3.3
6,2015,"Dow AgroSciences","Mustang","279-3126",0.04,NA,"Zeta-Cypermethrin",0.1,"",NA,"",NA,1.3,1.3
6,2015,"Dow AgroSciences","Permethrin","34704-873",1.9,NA,"Permethrin",5.9,"",NA,"",NA,29.7,27.9
6,2015,"DuPont Pioneer","Coragen","352-729",0.1364,NA,"Chlorantraniliprole",0.228,"",NA,"",NA,3.49,3.49
6,2015,"DuPont Pioneer","Dual II Magnum","100-818",1.56,NA,"S-metolachlor",11.92,"",NA,"",NA,6.46,6.46
6,2015,"DuPont Pioneer","Force 3G","100-1075-5481",NA,39.46,"Tefluthrin",1.1838,"",NA,"",NA,7.25,7.25
6,2015,"DuPont Pioneer","Gramoxone SL 2.0","100-1431",2.2425,NA,"Paraquat dichloride",4.485,"",NA,"",NA,8.97,8.97
6,2015,"DuPont Pioneer","Permethrin","34704-873",0.0426,NA,"Permethrin",0.136,"",NA,"",NA,0.8,0.8
6,2015,"BASF Plant Science","Warrior II w/Zeon","100-1295",0.02,NA,"Lambda-cyhalothrin 1,2 22.8%",0.04,"",NA,"",NA,1.5,1.5
7,2015,"Dow AgroSciences","Asana XL","352-515",2.8,NA,"Esfenvalerate",1.9,"",NA,"",NA,40.2,38.1
7,2015,"Dow AgroSciences","Baythroid XL","264-840",0.7,NA,"Beta-cyfluthrin",0.7,"",NA,"",NA,29.9,29.9
7,2015,"Dow AgroSciences","Coragen","352-729",1.3,NA,"Chlorantraniliprole",2.1,"",NA,"",NA,32.1,32.1
7,2015,"Dow AgroSciences","Gramoxone 2.0 SL","100-1431",0.188,NA,"Paraquat dichloride",0.38,"",NA,"",NA,1,1
7,2015,"Dow AgroSciences","Lorsban Advanced","62719-591",103.9,NA,"Chlorpyrifos",390.8,"",NA,"",NA,415.7,415.7
7,2015,"Dow AgroSciences","Permethrin","34704-873",0.1,NA,"Permethrin",0.2,"",NA,"",NA,1,1
7,2015,"Kaua'i Coffee Co. LLC","Gramoxone SL 2.0","100-1431",40.75,NA,"Paraquat dichloride",81.5,"",NA,"",NA,133.1,133.1
7,2015,"Syngenta","Aatrex Nine-O","100-585",NA,18,"Atrazine",15.84,"",NA,"",NA,18,18
7,2015,"Syngenta","Asana XL","352-515",1.44,NA,"Esfenvalerate",0.95,"",NA,"",NA,20.51,20.51
7,2015,"Syngenta","Atrazine 4L","34704-69",1,NA,"Atrazine",4,"",NA,"",NA,4.01,4.01
7,2015,"Syngenta","Baythroid XL","264-840",0.35,NA,"B-Cyfluthrin",0.35,"",NA,"",NA,17.81,17.81
7,2015,"Syngenta","Besiege","100-1402",1.09,NA,"Lambda-Cyhalothrin",0.45,"Chlorantraniliprole",0.91,"",NA,14.01,14.01
7,2015,"Syngenta","Callisto EUP","100-EUP-114",0.07,NA,"Mesotrione",0.28,"",NA,"",NA,1.5,1.5
7,2015,"Syngenta","Lorsban Advanced","62719-591",1.79,NA,"Chlorpyrifos",6.72,"",NA,"",NA,7.16,7.16
7,2015,"Syngenta","Lumax EZ","100-1442",17.6,NA,"S-Metolachlor",43.82,"Atrazine",16.46,"Mesotrione",4.38,23.47,23.47
7,2015,"Syngenta","Mustang","279-3126",1,NA,"S-Cyano Methyl",1.5,"",NA,"",NA,32,32
7,2015,"Syngenta","Permethrin","34704-873",0.34,NA,"Permethrin",1.09,"",NA,"",NA,7.16,7.16
7,2015,"Syngenta","Warrior II","100-1295",0.53,NA,"Lambda-Cyhalothrin",1.1,"",NA,"",NA,42,42
7,2015,"BASF Plant Science","Baythroid XL","264-840",0.088,NA,"Beta-cyfluthrin Cyano(4-fluoro-3-phenoxyphenyl)methyl-3-(2,2-dichloro-ethenyl)-2,2-dimethyl-cyclopropanecarboxylate 12.70%",0.088,"",NA,"",NA,4,2
7,2015,"BASF Plant Science","Permethrin","34704-873",0.125,NA,"Permethrin 35.4%, (3-Phenoxyphenyl)methyl (+-) cis-trans 3 -(2,2-dichloroethenyl)-1-1dimethlycyclopropanecarboxylate",0.4,"",NA,"",NA,2,2
8,2015,"BASF Plant Science","Sniper","34704-858",0.002,NA,"Bifenthrin: (2 methyl[1, 1'-biphenyl]-3-yl) methyl 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-cyclopropanecarboxylate 25.0%",0.004,"",NA,"",NA,0.1,0.05
8,2015,"BASF Plant Science","Mustang","279-3126",0.002,NA,"S-Cyano (3-phenoxyphenyl)methyl(+-) cis/trans 3-(2,2-dichloroethenyl)-2,2 dimethylcyclopropane carboxylate 17.1%",0.002,"",NA,"",NA,0.05,0.05
8,2015,"Syngenta","Asana XL","352-515",0.14,NA,"esfenvalerate",0.09,"",NA,"",NA,2,2
8,2015,"Syngenta","ATRAZINE 4L HERBICIDE *","34704-69",5.86,NA,"atrazine",23.44,"",NA,"",NA,23.45,23.45
8,2015,"Syngenta","BAYTHROID XL *","264-840",0.54,NA,"β-cyfluthrin",0.54,"",NA,"",NA,27.76,27.76
8,2015,"Syngenta","BESIEGE INSECTICIDE *","100-1402",1.42,NA,"Lambda-cyhalothrin",0.59,"chlorantraniliprole",1.19,"",NA,18.12,18.12
8,2015,"Syngenta","GRAMOXONE SL 2.0 *","100-1431",13.5,NA,"Paraquat dichloride",27,"",NA,"",NA,54,54
8,2015,"Syngenta","LORSBAN ADVANCED*","62719-591",6.5,NA,"chlorpyrifos",24.41,"",NA,"",NA,26,26
8,2015,"Syngenta","LUMAX EZ HERBICIDE *","100-1442",5.72,NA,"S-metolachlor",14.24,"atrazine",5.35,"mesotrione",1.42,7.63,7.63
8,2015,"Syngenta","MUSTANG INSECTICIDE *","279-3126",0.07,NA,"S-Cyano Methyl",0.11,"",NA,"",NA,2.1,2.1
8,2015,"Syngenta","MUSTANG INSECTICIDE *","279-3126",0.28,NA,"S-Cyano Methyl",0.42,"",NA,"",NA,12,12
8,2015,"Syngenta","PERMETHRIN *","34704-873",0.19,NA,"permethrin",0.61,"",NA,"",NA,4,4
8,2015,"Syngenta","WARRIOR II WITH ZEON TECHNOLOGY *","100-1295",0.14,NA,"Lambda-cyhalothrin",0.29,"",NA,"",NA,11.13,11.13
8,2015,"Kaua'i Coffee Co. LLC","Gramoxone SL 2.0","100-1431",32.5,NA,"Paraquat dichloride",65,"",NA,"",NA,102.08,102.08
8,2015,"DuPont Pioneer","DUPONT CORAGEN INSECT CONTROL*","352-729",0.0937,NA,"chlorantraniliprole",0.1565,"",NA,"",NA,2.4,2.4
8,2015,"DuPont Pioneer","DUAL II MAGNUM *","100-818",0.653,NA,"s-metolachlor",5,"",NA,"",NA,2.85,2.85
8,2015,"DuPont Pioneer","FORCE 3G SMARTBOX INSECTICIDE *","100-1075-5481",NA,20.347,"tefluthrin",0.61,"",NA,"",NA,3.74,3.74
8,2015,"DuPont Pioneer","GRAMOXONE SL 2.0 *","100-1431",0.4,NA,"paraquat dichloride",0.8,"",NA,"",NA,1.6,1.6
8,2015,"DuPont Pioneer","MUSTANG MAXX INSECTICIDE *","279-3426",0.35,NA,"zeta-cypermethrin",0.28,"",NA,"",NA,11.21,9.82
8,2015,"DuPont Pioneer","PERMETHRIN *","34704-873",0.1817,NA,"permethrin",0.5814,"",NA,"",NA,3.81,3.81
8,2015,"Dow AgroSciences","DU PONT ASANA XL INSECTICIDE *","352-515",0.3,NA,"esfenvalerate",0.2,"",NA,"",NA,4.2,4.2
8,2015,"Dow AgroSciences","COBALT ADVANCED *","62719-615",0.4,NA,"chlorpyrifos",1,"lambda-cyhalothrin",0.1,"",NA,1.5,1.5
8,2015,"Dow AgroSciences","DUPONT CORAGEN INSECT CONTROL*","352-729",0.1,NA,"chlorantraniliprole",0.3,"",NA,"",NA,3.8,3.8
8,2015,"Dow AgroSciences","GRAMOXONE SL 2.0 *","100-1431",0.25,NA,"paraquat dichloride",0.5,"",NA,"",NA,1,1
8,2015,"Dow AgroSciences","LORSBAN ADVANCED*","62719-591",5.9,NA,"chlorpyrifos",22.2,"",NA,"",NA,25.8,25.8
9,2015,"Syngenta","AATREX NINE-O *","100-585",NA,0.5,"atrazine",0.22,"",NA,"",NA,0.5,0.5
9,2015,"Syngenta","DU PONT ASANA XL INSECTICIDE *","352-515",1.1,NA,"esfenvalerate",0.73,"",NA,"",NA,15.59,15.59
9,2015,"Syngenta","BAYTHROID XL *","264-840",0.02,NA,"β-cyfluthrin",0.02,"",NA,"",NA,1,1
9,2015,"Syngenta","BESIEGE INSECTICIDE *","100-1402",1.44,NA,"lambda-cyhalothrin",0.6,"chlorantraniliprole",1.2,"",NA,18.42,18.42
9,2015,"Syngenta","CALLISTO HERBICIDE (For Experimental Use Only) *","100-EUP-114",0.33,NA,"mesotrione",1.32,"",NA,"",NA,3.5,3.5
9,2015,"Syngenta","CALLISTO HERBICIDE (For Experimental Use Only) *","100-EUP-114",0.05,NA,"mesotrione",0.2,"",NA,"",NA,1.05,1.05
9,2015,"Syngenta","DUAL II MAGNUM *","100-818",2.35,NA,"s-metolachlor",17.95,"",NA,"",NA,15.05,15.05
9,2015,"Syngenta","LORSBAN ADVANCED*","62719-591",4.29,NA,"chlorpyrifos",16.11,"",NA,"",NA,17.16,17.16
9,2015,"Syngenta","MUSTANG INSECTICIDE *","279-3126",0.05,NA,"zeta-cypermethrin",0.08,"",NA,"",NA,2,2
9,2015,"Syngenta","MUSTANG INSECTICIDE *","279-3126",0.2,NA,"zeta-cypermethrin",0.3,"",NA,"",NA,6.24,6.24
9,2015,"Syngenta","PERMETHRIN *","34704-873",1.58,NA,"permethrin",5.06,"",NA,"",NA,33.61,33.61
9,2015,"Syngenta","WARRIOR II WITH ZEON TECHNOLOGY *","100-1295",0.03,NA,"lambda-cyhalothrin",0.06,"",NA,"",NA,3.2,3.2
9,2015,"Syngenta","WARRIOR II WITH ZEON TECHNOLOGY *","100-1295",0.06,NA,"lambda-cyhalothrin",0.12,"",NA,"",NA,4.96,4.96
9,2015,"BASF Plant Science","Mustang","279-3126",0.116,NA,"zeta-cypermethrin",0.248,"",NA,"",NA,5.3,0.8
9,2015,"BASF Plant Science","SNIPER *","34704-858",0.002,NA,"bifenthrin",0.004,"",NA,"",NA,0.1,0.1
9,2015,"Kaua'i Coffee Co. LLC","Gramoxone SL 2.0","100-1431",76.875,NA,"Paraquat dichloride",153.75,"",NA,"",NA,239.78,239.78
9,2015,"DuPont Pioneer","DUAL II MAGNUM *","100-818",0.3635,NA,"s-metolachlor",2.777,"",NA,"",NA,1.45,1.45
9,2015,"DuPont Pioneer","FORCE 3G SMARTBOX INSECTICIDE *","100-1075-5481",NA,6.825,"tefluthrin",0.205,"",NA,"",NA,1.25,1.25
9,2015,"DuPont Pioneer","MUSTANG MAXX INSECTICIDE *","279-3426",0.474,NA,"zeta-cypermethrin",0.379,"",NA,"",NA,15.17,13.59
9,2015,"DuPont Pioneer","PERMETHRIN *","34704-873",0.6257,NA,"permethrin",2.002,"",NA,"",NA,13.35,7.78
9,2015,"Dow AgroSciences","Dual II Magnum","100-818",1.9,NA,"s-metolachlor",14.7,"",NA,"",NA,7.7,7.7
9,2015,"Dow AgroSciences","Gramoxone 2.0 SL","100-1431",13.869,NA,"paraquat dichloride",27.74,"",NA,"",NA,57.6,57.6
9,2015,"Dow AgroSciences","Lorsban Advanced","62719-591",1.5,NA,"chlorpyrifos",5.5,"",NA,"",NA,5.9,5.9
10,2015,"Syngenta","AATREX NINE-O *","100-585",NA,66.55,"atrazine",58.56,"",NA,"",NA,133.1,133.1
10,2015,"Syngenta","ATRAZINE 4L HERBICIDE *","34704-69",1.43,NA,"atrazine",5.72,"",NA,"",NA,5.7,5.7
10,2015,"Syngenta","BAYTHROID XL *","264-840",1.1,NA,"β-cyfluthrin",1.1,"",NA,"",NA,56.1,56.1
10,2015,"Syngenta","BESIEGE INSECTICIDE *","100-1402",0.05,NA,"lambda-cyhalothrin",0.02,"chlorantraniliprole",0.04,"",NA,0.6,0.6
10,2015,"Syngenta","FORCE 3G INSECTICIDE *","100-1075",NA,58.75,"tefluthrin",1.76,"",NA,"",NA,11.75,11.75
10,2015,"Syngenta","LORSBAN ADVANCED*","62719-591",15.7,NA,"chlorpyrifos",58.95,"",NA,"",NA,62.8,62.8
10,2015,"Syngenta","LUMAX EZ HERBICIDE *","100-1442",203.55,NA,"s-metolachlor",506.84,"atrazine",190.32,"mesotrine",50.68,271.4,271.4
10,2015,"Syngenta","MUSTANG INSECTICIDE *","279-3126",0.94,NA,"S-Cyano Methyl",1.41,"",NA,"",NA,30,30
10,2015,"Syngenta","WARRIOR II WITH ZEON TECHNOLOGY *","100-1295",3.53,NA,"lambda-cyhalothrin",7.34,"",NA,"",NA,282.71,282.71
10,2015,"DuPont Pioneer","DUAL II MAGNUM *","100-818",6.208,NA,"s-metolachlor",47.43,"",NA,"",NA,24.83,24.83
10,2015,"DuPont Pioneer","FORCE 3G SMARTBOX INSECTICIDE *","100-1075-5481",NA,128.7,"tefluthrin",3.861,"",NA,"",NA,23.64,23.64
10,2015,"DuPont Pioneer","PERMETHRIN *","34704-873",0.317,NA,"permethrin",1.015,"",NA,"",NA,5.08,5.08
10,2015,"Kaua'i Coffee Co. LLC","Gramoxone SL 2.0","100-1431",68.75,NA,"Paraquat dichloride",137.5,"",NA,"",NA,199.81,199.81
10,2015,"BASF Plant Science","Atrazine 4L","34704-69",1.13,NA,"atrazine",4.5,"0",NA,"0",NA,4.5,4.5
10,2015,"BASF Plant Science","Lorsban Advanced","62719-591",0.91,NA,"chlorpyrifos",3.4,"0",NA,"0",NA,7.25,7.25
10,2015,"BASF Plant Science","Lumax","100-1152",1.88,NA,"s-metolachlor",1.48,"atrazine",0.21,"mesotrione",0.01,3,3
10,2015,"BASF Plant Science","Mustang","279-3126",0.0063,NA,"zeta-cypermethrin",0.0094,"0",NA,"0",NA,0.2,0.1
10,2015,"BASF Plant Science","Sniper","34704-858",0.001,NA,"bifenthrin",0.002,"0",NA,"0",NA,0.05,0.05
10,2015,"BASF Plant Science","Warrior II w/zeon Technology","100-1295",0.03,NA,"lambda-cyhalothrin",0.0624,"0",NA,"0",NA,2,2
10,2015,"Dow AgroSciences","Dual II Magnum","100-818",47.3,NA,"S-metolachlor",361,"",NA,"",NA,189,189
10,2015,"Dow AgroSciences","Force 3G","100-1075",NA,211,"Tefluthrin",6.33,"",NA,"",NA,52.8,52.8
10,2015,"Dow AgroSciences","Gramoxone 2.0 SL","100-1431",14.336,NA,"Paraquat dichloride",28.67,"",NA,"",NA,64.3,64.3
11,2015,"BASF Plant Science","Atrazine 4L","34704-69",4.19,NA,"atrazine",16.76,"0",NA,"0",NA,16.75,16.75
11,2015,"BASF Plant Science","Baythroid XL","264-840",0.33,NA,"β-cyfluthrin",0.33,"0",NA,"0",NA,15.25,8.5
11,2015,"BASF Plant Science","Lannate LV Dupont","352-384",1.88,NA,"methomyl",2.808,"0",NA,"0",NA,6.25,6.25
11,2015,"BASF Plant Science","Lorsban Advanced","62719-591",1.13,NA,"chlorpyrifos",4.885,"0",NA,"0",NA,4.5,4.5
11,2015,"BASF Plant Science","Mustang","279-3126",0.63,NA,"zeta-cypermethrin",0.945,"0",NA,"0",NA,20.25,13
11,2015,"BASF Plant Science","Sniper","34704-858",0.006,NA,"bifenthrin",0.012,"0",NA,"0",NA,0.03,0.03
11,2015,"BASF Plant Science","Warrior II w/zeon Technology","100-1295",0.225,NA,"lambda-cyhalothrin",0.468,"0",NA,"0",NA,15.01,13.68
11,2015,"Dow AgroSciences","ATRAZINE 4L HERBICIDE *","34704-69",15.8,NA,"atrazine",63.1,"0",NA,"0",NA,62.4,59.3
11,2015,"Dow AgroSciences","BAYTHROID XL *","264-840",1.7,NA,"β-cyfluthrin",1.7,"0",NA,"0",NA,77.5,74.2
11,2015,"Dow AgroSciences","DUPONT CORAGEN INSECT CONTROL*","352-729",0.2,NA,"chlorantraniliprole",0.4,"0",NA,"0",NA,5.7,5.7
11,2015,"Dow AgroSciences","DUAL II MAGNUM *","100-818",2.1,NA,"s-metolachlor",16.4,"0",NA,"0",NA,8.6,8.6
11,2015,"Dow AgroSciences","FORCE 3G INSECTICIDE *","100-1075",NA,44.1,"tefluthrin",1.32,"0",NA,"0",NA,10.2,10.2
11,2015,"Dow AgroSciences","GRAMOXONE SL 2.0 *","100-1431",2,NA,"paraquat dichloride",4,"0",NA,"0",NA,8,8
11,2015,"Dow AgroSciences","LORSBAN ADVANCED*","62719-591",24.6,NA,"chlorpyrifos",92.4,"0",NA,"0",NA,98.3,97.2
11,2015,"Dow AgroSciences","LUMAX EZ HERBICIDE *","100-1442",0.6,NA,"s-metolachlor",1.6,"atrazine",0.6,"mesotrine",0.2,1.7,1.7
11,2015,"Dow AgroSciences","PERMETHRIN *","34704-873",0.2,NA,"permethrin",0.6,"0",NA,"0",NA,2.8,2.8
11,2015,"DuPont Pioneer","DUPONT CORAGEN INSECT CONTROL*","352-729",0.3275,NA,"chlorantraniliprole",0.547,"0",NA,"0",NA,8.38,8.38
11,2015,"DuPont Pioneer","DUAL II MAGNUM *","100-818",8.89,NA,"s-metolachlor",67.9,"0",NA,"0",NA,35.77,35.77
11,2015,"DuPont Pioneer","FORCE 3G SMARTBOX INSECTICIDE *","100-1075-5481",NA,325.858,"tefluthrin",9.776,"0",NA,"0",NA,59.85,59.85
11,2015,"Kaua'i Coffee Co. LLC","GRAMOXONE SL 2.0 *","100-1431",8.75,NA,"paraquat dichloride",NA,"0",NA,"0",NA,25.55,25.55
11,2015,"Syngenta","AATREX NINE-O *","100-585",NA,32.05,"atrazine",28.2,"0",NA,"0",NA,64.1,64.1
11,2015,"Syngenta","AATREX NINE-O *","100-585",NA,74.7,"atrazine",65.74,"0",NA,"0",NA,74.7,74.7
11,2015,"Syngenta","DU PONT ASANA XL INSECTICIDE *","352-515",0.67,NA,"esfenvalerate",0.44,"0",NA,"0",NA,9.5,9.5
11,2015,"Syngenta","ATRAZINE 4L HERBICIDE *","34704-69",4.9,NA,"atrazine",19.6,"0",NA,"0",NA,19.6,19.6
11,2015,"Syngenta","BAYTHROID XL *","264-840",1.02,NA,"β-cyfluthrin",1.02,"0",NA,"0",NA,52.15,52.15
11,2015,"Syngenta","BESIEGE INSECTICIDE *","100-1402",5.63,NA,"lambda-cyhalothrin",2.35,"chlorantraniliprole",4.7,"0",NA,72.1,72.1
11,2015,"Syngenta","CALLISTO HERBICIDE (For Experimental Use Only) *","100-EUP-114",0.94,NA,"mesotrione",3.76,"0",NA,"0",NA,5,5
11,2015,"Syngenta","DUAL II MAGNUM *","100-818",0.78,NA,"s-metolachlor",5.96,"0",NA,"0",NA,5,5
11,2015,"Syngenta","DUAL II MAGNUM *","100-818",0.71,NA,"s-metolachlor",5.42,"0",NA,"0",NA,11.32,11.32
11,2015,"Syngenta","FORCE 3G INSECTICIDE *","100-1075",NA,163.65,"tefluthrin",4.91,"0",NA,"0",NA,32.73,32.73
11,2015,"Syngenta","GRAMOXONE SL 2.0 *","100-1431",7.5,NA,"paraquat dichloride",15,"0",NA,"0",NA,30,30
11,2015,"Syngenta","LORSBAN ADVANCED*","62719-591",22.13,NA,"chlorpyrifos",83.1,"0",NA,"0",NA,88.5,88.5
11,2015,"Syngenta","LUMAX EZ HERBICIDE *","100-1442",72.49,NA,"s-metolachlor",180.5,"atrazine",67.78,"mesotrine",18.05,96.65,96.65
11,2015,"Syngenta","MUSTANG INSECTICIDE *","279-3126",3.14,NA,"zeta-cypermethrin",4.71,"0",NA,"0",NA,100.6,100.6
11,2015,"Syngenta","PERMETHRIN *","34704-873",0.75,NA,"permethrin",2.4,"0",NA,"0",NA,15.9,15.9
11,2015,"Syngenta","WARRIOR II WITH ZEON TECHNOLOGY *","100-1295",1.24,NA,"lambda-cyhalothrin",2.58,"0",NA,"0",NA,99.15,99.15
